Ticker,Name,Weight,Shares,Price
8795 JT Equity,T&D Holdings Inc,0.03618,0.2,1432
7012 JT Equity,Kawasaki Heavy Industries Ltd,0.034386,0.1,2722
8304 JT Equity,Aozora Bank Ltd,0.033982,0.1,2690
6472 JT Equity,NTN Corp,0.032466,1,257
9202 JT Equity,ANA Holdings Inc,0.032112,0.1,2542
7261 JT Equity,Mazda Motor Corp,0.031607,0.2,1251
4631 JT Equity,DIC Corp,0.031443,0.1,2489
1333 JT Equity,Maruha Nichiro Corp,0.03138,0.1,2484
5801 JT Equity,Furukawa Electric Co Ltd,0.030243,0.1,2394
5541 JT Equity,Pacific Metals Co Ltd,0.02927,0.1,2317
8750 JT Equity,Dai-ichi Life Holdings Inc,0.028209,0.1,2233
4004 JT Equity,Showa Denko KK,0.028196,0.1,2232
5707 JT Equity,Toho Zinc Co Ltd,0.028196,0.1,2232
2768 JT Equity,Sojitz Corp,0.027792,0.1,2200
5711 JT Equity,Mitsubishi Materials Corp,0.0274,0.1,2169
5401 JT Equity,Nippon Steel Corp,0.026712,0.1,2114.5
4208 JT Equity,UBE Corp,0.025846,0.1,2046
5233 JT Equity,Taiheiyo Cement Corp,0.024861,0.1,1968
3436 JT Equity,SUMCO Corp,0.0238,0.1,1884
4689 JT Equity,Z Holdings Corp,0.021339,0.4,422.3
7004 JT Equity,Hitachi Zosen Corp,0.02097,0.2,830
5703 JT Equity,Nippon Light Metal Holdings Co Ltd,0.020617,0.1,1632
8411 JT Equity,Mizuho Financial Group Inc,0.019821,0.1,1569
5411 JT Equity,JFE Holdings Inc,0.018254,0.1,1445
9502 JT Equity,Chubu Electric Power Co Inc,0.017837,0.1,1412
9503 JT Equity,Kansai Electric Power Co Inc/The,0.015968,0.1,1264
3101 JT Equity,Toyobo Co Ltd,0.012936,0.1,1024
3863 JT Equity,Nippon Paper Industries Co Ltd,0.011129,0.1,881
6703 JT Equity,Oki Electric Industry Co Ltd,0.010081,0.1,798
5406 JT Equity,Kobe Steel Ltd,0.007504,0.1,594
8308 JT Equity,Resona Holdings Inc,0.006435,0.1,509.4
9501 JT Equity,Tokyo Electric Power Co Holdings Inc,0.006316,0.1,500
7211 JT Equity,Mitsubishi Motors Corp,0.006253,0.1,495
5202 JT Equity,Nippon Sheet Glass Co Ltd,0.006089,0.1,482
7003 JT Equity,Mitsui E&S Holdings Co Ltd,0.005495,0.1,435
3103 JT Equity,Unitika Ltd,0.002868,0.1,227
