Ticker,Name,Weight,Shares,Price
LH UN Equity,Laboratory Corp of America Holdings,0.125282,92.468,259.11
ETR UN Equity,Entergy Corp,0.125252,202.62,118.22
FTV UN Equity,Fortive Corp,0.12478,358.041,66.65
WTW UW Equity,Willis Towers Watson PLC,0.124629,110.668,215.37
INVH UN Equity,Invitation Homes Inc,0.124011,609.05,38.94
EBAY UW Equity,eBay Inc,0.123358,486.422,48.5
PXD UN Equity,Pioneer Natural Resources Co,0.123312,108.277,217.8
LUV UN Equity,Southwest Airlines Co,0.121398,591.054,39.28
LYB UN Equity,LyondellBasell Industries NV,0.119362,256.486,89
TSN UN Equity,Tyson Foods Inc,0.117981,284.315,79.36
BKR UW Equity,Baker Hughes Co,0.117666,924.149,24.35
MKC UN Equity,McCormick & Co Inc/MD,0.117491,250.189,89.81
LEN UN Equity,Lennar Corp,0.115852,253.85,87.28
HIG UN Equity,Hartford Financial Services Group Inc/Th,0.114464,327.605,66.82
AMGN UW Equity,Amgen Inc,0.112506,85.351,252.09
FE UN Equity,FirstEnergy Corp,0.112032,542.005,39.53
TDG UN Equity,TransDigm Group Inc,0.111912,32.133,666.06
NDAQ UW Equity,Nasdaq Inc,0.111605,114.383,186.6
PPL UN Equity,PPL Corp,0.111542,735.577,29
APTV UN Equity,Aptiv PLC,0.111314,202.11,105.33
MAA UN Equity,Mid-America Apartment Communities Inc,0.110681,114.578,184.74
NTRS UW Equity,Northern Trust Corp,0.109432,205.138,102.02
IR UN Equity,Ingersoll Rand Inc,0.108773,405.423,51.31
RF UN Equity,Regions Financial Corp,0.108383,932.839,22.22
MLM UN Equity,Martin Marietta Materials Inc,0.108138,56.607,365.34
VTR UN Equity,Ventas Inc,0.107299,398.452,51.5
SUI UN Equity,Sun Communities Inc,0.10585,119.725,169.08
CNP UN Equity,CenterPoint Energy Inc,0.105458,628.882,32.07
DVN UN Equity,Devon Energy Corp,0.105365,335.56,60.05
HBAN UW Equity,Huntington Bancshares Inc/OH,0.10455,1432.276,13.96
PKI UN Equity,PerkinElmer Inc,0.104168,125.878,158.26
CMS UN Equity,CMS Energy Corp,0.103893,288.961,68.76
GPC UN Equity,Genuine Parts Co,0.103181,127.341,154.96
DOV UN Equity,Dover Corp,0.101985,143.591,135.83
HPQ UN Equity,HP Inc,0.101115,569.09,33.98
AMCR UN Equity,Amcor PLC,0.099487,1496.955,12.71
PFG UW Equity,Principal Financial Group Inc,0.099386,249.566,76.16
RJF UN Equity,Raymond James Financial Inc,0.0991,178.694,106.06
