Ticker,Name,Weight,Shares,Price
AFL UN Equity,Aflac Inc,0.093682,637.626,61.71
DOW UN Equity,Dow Inc,0.093589,727.399,54.04
TEAM UW Equity,Atlassian Corp PLC,0.093057,136.571,286.19
JCI UN Equity,Johnson Controls International plc,0.091695,694.56,55.45
AJG UN Equity,Arthur J Gallagher & Co,0.091674,207.671,185.41
PH UN Equity,Parker-Hannifin Corp,0.091151,127.748,299.69
LNG UA Equity,Cheniere Energy Inc,0.090739,252.78,150.77
PRU UN Equity,Prudential Financial Inc,0.090652,374.571,101.65
MCHP UW Equity,Microchip Technology Inc,0.090394,537.091,70.69
WELL UN Equity,Welltower Inc,0.089981,453.646,83.31
CTAS UW Equity,Cintas Corp,0.089829,87.381,431.78
DLR UN Equity,Digital Realty Trust Inc,0.08944,283.516,132.5
NUE UN Equity,Nucor Corp,0.089394,265.366,141.49
STZ UN Equity,Constellation Brands Inc,0.089075,154.515,242.13
SBAC UW Equity,SBA Communications Corp,0.08879,106.442,350.36
GPN UN Equity,Global Payments Inc,0.088046,278.889,132.6
TT UN Equity,Trane Technologies PLC,0.087589,232.899,157.96
EA UW Equity,Electronic Arts Inc,0.087367,279.775,131.16
HLT UN Equity,Hilton Worldwide Holdings Inc,0.087082,273.647,133.66
NEM UN Equity,Newmont Corp,0.086398,793.363,45.74
CARR UN Equity,Carrier Global Corp,0.086349,846.189,42.86
SPG UN Equity,Simon Property Group Inc,0.086344,325.602,111.38
KMI UN Equity,Kinder Morgan Inc,0.085677,1983.757,18.14
CTSH UW Equity,Cognizant Technology Solutions Corp,0.085394,519.503,69.04
HPQ UN Equity,HP Inc,0.085103,1051.921,33.98
ILMN UW Equity,Illumina Inc,0.084914,156.907,227.3
LULU UW Equity,Lululemon Athletica Inc,0.084739,111.482,319.26
FTNT UW Equity,Fortinet Inc,0.083985,654.57,53.89
DLTR UW Equity,Dollar Tree Inc,0.083804,212.08,165.97
RMD UN Equity,ResMed Inc,0.083632,144.209,243.58
DXCM UW Equity,Dexcom Inc,0.083518,390.936,89.73
ED UN Equity,Consolidated Edison Inc,0.083489,354.242,98.99
TDG UN Equity,TransDigm Group Inc,0.083125,52.418,666.06
SNOW UN Equity,Snowflake Inc,0.081258,195.696,174.4
YUM UN Equity,Yum! Brands Inc,0.08109,285.779,119.18
KDP UW Equity,Keurig Dr Pepper Inc,0.080916,856.068,39.7
ALL UN Equity,Allstate Corp/The,0.080627,273.563,123.79
OTIS UN Equity,Otis Worldwide Corp,0.080344,422.35,79.9
VICI UN Equity,VICI Properties Inc,0.079573,960.122,34.81
MNST UW Equity,Monster Beverage Corp,0.07937,371.15,89.82
IDXX UW Equity,IDEXX Laboratories Inc,0.079314,83.222,400.29
WDAY UW Equity,Workday Inc,0.079306,194.418,171.33
WEC UN Equity,WEC Energy Group Inc,0.078876,315.005,105.17
PEG UN Equity,Public Service Enterprise Group Inc,0.078799,497.024,66.59
TWTR UN Equity,Twitter Inc,0.078764,744.59,44.43
HSY UN Equity,Hershey Co/The,0.078552,145.69,226.46
MTB UN Equity,M&T Bank Corp,0.07848,178.35,184.82
TTD UQ Equity,Trade Desk Inc/The,0.077416,437.985,74.24
BK UN Equity,Bank of New York Mellon Corp/The,0.076793,733.212,43.99
BIIB UW Equity,Biogen Inc,0.07658,145.516,221.04
ODFL UW Equity,Old Dominion Freight Line Inc,0.076376,101.715,315.38
PCAR UW Equity,PACCAR Inc,0.075607,340.548,93.25
VEEV UN Equity,Veeva Systems Inc,0.075526,139.077,228.09
ANET UN Equity,Arista Networks Inc,0.075514,248.819,127.47
KKR UN Equity,KKR & Co Inc,0.075433,570.863,55.5
ES UN Equity,Eversource Energy,0.075059,343.979,91.65
PPG UN Equity,PPG Industries Inc,0.074781,235.203,133.54
VRSK UW Equity,Verisk Analytics Inc,0.074618,155.036,202.15
IFF UN Equity,International Flavors & Fragrances Inc,0.074523,254.374,123.05
FAST UW Equity,Fastenal Co,0.074457,574.553,54.43
CMI UN Equity,Cummins Inc,0.074319,140.678,221.89
DD UN Equity,DuPont de Nemours Inc,0.073491,508.189,60.74
WBD UW Equity,Warner Bros Discovery Inc,0.073439,2354.621,13.1
AMP UN Equity,Ameriprise Financial Inc,0.073283,109.576,280.9
KR UN Equity,Kroger Co/The,0.072913,654.513,46.79
DDOG UW Equity,Datadog Inc,0.072323,257.954,117.76
ALB UN Equity,Albemarle Corp,0.072116,116.814,259.3
DFS UN Equity,Discover Financial Services,0.072015,280.121,107.98
HES UN Equity,Hess Corp,0.071997,281.066,107.59
KEYS UN Equity,Keysight Technologies Inc,0.071739,180.905,166.56
BAX UN Equity,Baxter International Inc,0.071662,502.487,59.9
MTD UN Equity,Mettler-Toledo International Inc,0.071605,22.331,1346.78
AVB UN Equity,AvalonBay Communities Inc,0.070936,139.408,213.72
ROST UW Equity,Ross Stores Inc,0.070697,344.553,86.18
ROK UN Equity,Rockwell Automation Inc,0.07008,116.062,253.61
RSG UN Equity,Republic Services Inc,0.070052,205.841,142.94
CSGP UW Equity,CoStar Group Inc,0.069782,392.207,74.73
AME UN Equity,AMETEK Inc,0.069573,229.983,127.06
EQR UN Equity,Equity Residential,0.069194,369.61,78.63
FRC UN Equity,First Republic Bank/CA,0.069171,178.425,162.83
TROW UW Equity,T Rowe Price Group Inc,0.069066,223.367,129.87
ON UW Equity,ON Semiconductor Corp,0.068252,433.035,66.2
WBA UW Equity,Walgreens Boots Alliance Inc,0.068033,716.158,39.9
AWK UN Equity,American Water Works Co Inc,0.067782,181.599,156.77
APTV UN Equity,Aptiv PLC,0.067669,269.839,105.33
ZM UW Equity,Zoom Video Communications Inc,0.067217,252.05,112.01
CBRE UN Equity,CBRE Group Inc,0.066853,329.258,85.28
ALNY UW Equity,Alnylam Pharmaceuticals Inc,0.066542,120.468,232
GLW UN Equity,Corning Inc,0.06603,753.627,36.8
OKE UN Equity,ONEOK Inc,0.065768,443.682,62.26
APO UN Equity,Apollo Global Management Inc,0.065466,458.355,59.99
CPRT UW Equity,Copart Inc,0.065205,212.716,128.75
EXR UN Equity,Extra Space Storage Inc,0.065122,132.239,206.84
EBAY UW Equity,eBay Inc,0.064561,559.105,48.5
KHC UW Equity,Kraft Heinz Co/The,0.064164,697.639,38.63
ARE UN Equity,Alexandria Real Estate Equities Inc,0.064116,161.682,166.56
WY UN Equity,Weyerhaeuser Co,0.063827,743.022,36.08
EFX UN Equity,Equifax Inc,0.063414,121.309,219.56
STT UN Equity,State Street Corp,0.063226,366.186,72.52
SIVB UW Equity,SVB Financial Group,0.06307,58.576,452.24
GWW UN Equity,WW Grainger Inc,0.061179,45.482,564.97
EIX UN Equity,Edison International,0.060856,375.28,68.11
HAL UN Equity,Halliburton Co,0.06066,896.801,28.41
DTE UN Equity,DTE Energy Co,0.060633,192.552,132.26
DHI UN Equity,DR Horton Inc,0.060178,322.312,78.42
CEG UW Equity,Constellation Energy Corp,0.059848,325.946,77.12
WST UN Equity,West Pharmaceutical Services Inc,0.059621,73.904,338.84
VMW UN Equity,VMware Inc,0.059589,208.515,120.03
ANSS UW Equity,ANSYS Inc,0.059359,86.81,287.2
FITB UW Equity,Fifth Third Bancorp,0.058543,680.006,36.16
DRE UN Equity,Duke Realty Corp,0.057859,382.763,63.49
EPAM UN Equity,EPAM Systems Inc,0.057502,54.776,440.92
AEE UN Equity,Ameren Corp,0.057462,256.889,93.95
MPWR UW Equity,Monolithic Power Systems Inc,0.05736,45.285,532.01
ZBH UN Equity,Zimmer Biomet Holdings Inc,0.057318,209.396,114.97
LH UN Equity,Laboratory Corp of America Holdings,0.057044,92.468,259.11
ETR UN Equity,Entergy Corp,0.057031,202.62,118.22
FTV UN Equity,Fortive Corp,0.056816,358.041,66.65
MDB UQ Equity,MongoDB Inc,0.056798,62.728,380.31
WTW UW Equity,Willis Towers Watson PLC,0.056747,110.668,215.37
SGEN UW Equity,Seagen Inc,0.05674,135.677,175.65
CDW UW Equity,CDW Corp/DE,0.056549,134.943,176.01
INVH UN Equity,Invitation Homes Inc,0.056466,609.05,38.94
IT UN Equity,Gartner Inc,0.055787,78,300.4
URI UN Equity,United Rentals Inc,0.055684,71.316,327.95
LUV UN Equity,Southwest Airlines Co,0.055276,591.054,39.28
VMC UN Equity,Vulcan Materials Co,0.054903,132.133,174.52
LYB UN Equity,LyondellBasell Industries NV,0.054349,256.486,89
MLM UN Equity,Martin Marietta Materials Inc,0.053988,62.068,365.34
TSN UN Equity,Tyson Foods Inc,0.05372,284.315,79.36
ALGN UW Equity,Align Technology Inc,0.053659,78.307,287.81
BKR UW Equity,Baker Hughes Co,0.053577,924.149,24.35
CTRA UN Equity,Coterra Energy Inc,0.053508,793.299,28.33
MKC UN Equity,McCormick & Co Inc/MD,0.053497,250.189,89.81
FANG UW Equity,Diamondback Energy Inc,0.053038,176.743,126.04
LEN UN Equity,Lennar Corp,0.052751,253.85,87.28
NET UN Equity,Cloudflare Inc,0.052191,278.856,78.61
HIG UN Equity,Hartford Financial Services Group Inc/Th,0.052119,327.605,66.82
ABC UN Equity,AmerisourceBergen Corp,0.051612,148.906,145.58
DAL UN Equity,Delta Air Lines Inc,0.05161,638.878,33.93
GPC UN Equity,Genuine Parts Co,0.051122,138.564,154.96
TSCO UW Equity,Tractor Supply Co,0.051108,111.628,192.3
FE UN Equity,FirstEnergy Corp,0.051011,542.005,39.53
CHD UN Equity,Church & Dwight Co Inc,0.050826,242.341,88.09
NDAQ UW Equity,Nasdaq Inc,0.050817,114.383,186.6
PPL UN Equity,PPL Corp,0.050788,735.577,29
CF UN Equity,CF Industries Holdings Inc,0.050608,207.76,102.31
MAA UN Equity,Mid-America Apartment Communities Inc,0.050396,114.578,184.74
RBLX UN Equity,ROBLOX Corp,0.050217,439.318,48.01
NTRS UW Equity,Northern Trust Corp,0.049827,205.138,102.02
IR UN Equity,Ingersoll Rand Inc,0.049528,405.423,51.31
RF UN Equity,Regions Financial Corp,0.04935,932.839,22.22
RJF UN Equity,Raymond James Financial Inc,0.049059,194.28,106.06
VTR UN Equity,Ventas Inc,0.048856,398.452,51.5
SUI UN Equity,Sun Communities Inc,0.048196,119.725,169.08
CNP UN Equity,CenterPoint Energy Inc,0.048018,628.882,32.07
DASH UN Equity,DoorDash Inc,0.047861,249.406,80.6
HBAN UW Equity,Huntington Bancshares Inc/OH,0.047605,1432.276,13.96
PKI UN Equity,PerkinElmer Inc,0.04743,125.878,158.26
PWR UN Equity,Quanta Services Inc,0.047419,142.008,140.25
CMS UN Equity,CMS Energy Corp,0.047305,288.961,68.76
BR UN Equity,Broadridge Financial Solutions Inc,0.047276,116.447,170.52
WAT UN Equity,Waters Corp,0.047072,59.769,330.79
ULTA UW Equity,Ulta Beauty Inc,0.046583,51.289,381.48
TTWO UW Equity,Take-Two Interactive Software Inc,0.046583,158.055,123.79
DOV UN Equity,Dover Corp,0.046436,143.591,135.83
MOS UN Equity,Mosaic Co/The,0.046382,360.831,53.99
PAYC UN Equity,Paycom Software Inc,0.045899,51.091,377.33
CTLT UN Equity,Catalent Inc,0.045762,170.337,112.84
VRSN UW Equity,VeriSign Inc,0.045527,95.681,199.85
MOH UN Equity,Molina Healthcare Inc,0.045345,57.754,329.77
AMCR UN Equity,Amcor PLC,0.045299,1496.955,12.71
K UN Equity,Kellogg Co,0.045289,251.913,75.51
PFG UW Equity,Principal Financial Group Inc,0.045253,249.566,76.16
ESS UN Equity,Essex Property Trust Inc,0.044967,64.859,291.2
HPE UN Equity,Hewlett Packard Enterprise Co,0.044782,1296.283,14.51
MTCH UW Equity,Match Group Inc,0.044713,284.333,66.05
CFG UN Equity,Citizens Financial Group Inc,0.044563,487.298,38.41
HUBS UN Equity,HubSpot Inc,0.044042,45.442,407.07
SPLK UW Equity,Splunk Inc,0.043979,160.626,115
TDY UN Equity,Teledyne Technologies Inc,0.043494,46.216,395.28
PODD UW Equity,Insulet Corp,0.042935,68.701,262.49
BALL UN Equity,Ball Corp,0.042854,313.139,57.48
XYL UN Equity,Xylem Inc/NY,0.042766,178.766,100.48
EXPD UW Equity,Expeditors International of Washington I,0.042619,166.611,107.44
STE UN Equity,STERIS PLC,0.042583,85.063,210.26
PCG UN Equity,PG&E Corp,0.042537,1548.203,11.54
CLX UN Equity,Clorox Co/The,0.042484,122.986,145.09
SWKS UW Equity,Skyworks Solutions Inc,0.042418,160.492,111.01
LPLA UW Equity,LPL Financial Holdings Inc,0.042374,79.443,224.03
SYF UN Equity,Synchrony Financial,0.042344,498.74,35.66
HOLX UW Equity,Hologic Inc,0.042224,245.494,72.24
BMRN UW Equity,BioMarin Pharmaceutical Inc,0.042094,184.166,96
KEY UN Equity,KeyCorp,0.041661,927.311,18.87
TRMB UW Equity,Trimble Inc,0.041531,249.193,70
AVTR UN Equity,Avantor Inc,0.041296,608.588,28.5
PLTR UN Equity,Palantir Technologies Inc,0.041217,1805.203,9.59
ZBRA UW Equity,Zebra Technologies Corp,0.040885,52.216,328.87
TYL UN Equity,Tyler Technologies Inc,0.04063,41.065,415.56
CAH UN Equity,Cardinal Health Inc,0.040624,271.916,62.75
WAB UN Equity,Westinghouse Air Brake Technologies Corp,0.040603,180.657,94.4
FLT UN Equity,FleetCor Technologies Inc,0.040136,75.093,224.49
SPOT UN Equity,Spotify Technology SA,0.039945,139.706,120.09
EXPE UW Equity,Expedia Group Inc,0.039246,150.909,109.23
FDS UN Equity,FactSet Research Systems Inc,0.039217,37.875,434.9
DGX UN Equity,Quest Diagnostics Inc,0.039183,116.737,140.98
WPC UN Equity,WP Carey Inc,0.039103,188.651,87.06
NTAP UW Equity,NetApp Inc,0.038747,222.025,73.3
ACGL UW Equity,Arch Capital Group Ltd,0.038737,359.717,45.23
AES UN Equity,AES Corp/The,0.038727,665.823,24.43
J UN Equity,Jacobs Engineering Group Inc,0.038659,127.552,127.3
IEX UN Equity,IDEX Corp,0.038577,75.813,213.72
CAG UN Equity,Conagra Brands Inc,0.038487,469.78,34.41
DRI UN Equity,Darden Restaurants Inc,0.038443,124.319,129.88
GNRC UN Equity,Generac Holdings Inc,0.038428,62.164,259.64
COO UN Equity,Cooper Cos Inc/The,0.038352,48.484,332.24
VFC UN Equity,VF Corp,0.038332,348.866,46.15
RPRX UW Equity,Royalty Pharma PLC,0.038303,366.301,43.92
IP UN Equity,International Paper Co,0.038173,369.347,43.41
AVY UN Equity,Avery Dennison Corp,0.03817,81.252,197.31
KMX UN Equity,CarMax Inc,0.038118,160.068,100.02
EQT UN Equity,EQT Corp,0.038097,367.761,43.51
MKL UN Equity,Markel Corp,0.038079,13.332,1199.66
JBHT UW Equity,JB Hunt Transport Services Inc,0.037836,83.238,190.92
TRU UN Equity,TransUnion,0.03781,192.051,82.69
TER UW Equity,Teradyne Inc,0.037688,159.702,99.12
BILL UN Equity,Bill.com Holdings Inc,0.037674,97.369,162.51
ATO UN Equity,Atmos Energy Corp,0.037533,137.717,114.47
CSL UN Equity,Carlisle Cos Inc,0.037521,51.315,307.11
BBY UN Equity,Best Buy Co Inc,0.037497,200.602,78.51
MRO UN Equity,Marathon Oil Corp,0.037447,704.045,22.34
BRO UN Equity,Brown & Brown Inc,0.037279,235.913,66.37
CINF UW Equity,Cincinnati Financial Corp,0.037175,156.079,100.04
