Ticker,Name,Weight,Shares,Price
LXP UN Equity,LXP Industrial Trust,0.120355,280.629,11.01
ASB UN Equity,Associated Banc-Corp,0.120041,148.015,20.82
ACA UN Equity,Arcosa Inc,0.119902,48.05,64.06
CATY UW Equity,Cathay General Bancorp,0.11969,71.424,43.02
TWNK UR Equity,Hostess Brands Inc,0.119016,136.766,22.34
FBP UN Equity,First BanCorp/Puerto Rico,0.118656,194.515,15.66
SPT UR Equity,Sprout Social Inc,0.1186,45.579,66.8
ONEM UW Equity,1Life Healthcare Inc,0.118505,178.85,17.01
ABM UN Equity,ABM Industries Inc,0.117666,66.506,45.42
VRNT UW Equity,Verint Systems Inc,0.117634,63.111,47.85
FHI UN Equity,Federated Hermes Inc,0.117509,87.086,34.64
SFNC UW Equity,Simmons First National Corp,0.117444,124.125,24.29
MGEE UW Equity,MGE Energy Inc,0.117255,36.11,83.36
MTSI UW Equity,MACOM Technology Solutions Holdings Inc,0.117187,50.14,60
ACIW UW Equity,ACI Worldwide Inc,0.116958,113.603,26.43
SMPL UR Equity,Simply Good Foods Co/The,0.116703,89.325,33.54
NWE UW Equity,NorthWestern Corp,0.116457,53.916,55.45
SIG UN Equity,Signet Jewelers Ltd,0.116376,46.276,64.56
FCFS UW Equity,FirstCash Holdings Inc,0.116282,38.286,77.97
PZZA UW Equity,Papa John's International Inc,0.11592,32.763,90.83
AIN UN Equity,Albany International Corp,0.115476,31.327,94.63
ARNC UN Equity,Arconic Corp,0.115362,104.945,28.22
SHLS UQ Equity,Shoals Technologies Group Inc,0.115038,110.94,26.62
BMBL UW Equity,Bumble Inc,0.114958,85.566,34.49
BDC UN Equity,Belden Inc,0.114639,43.529,67.61
VAL UN Equity,Valaris Ltd,0.114608,60.427,48.69
SANM UW Equity,Sanmina Corp,0.114188,59.545,49.23
TWST UW Equity,Twist Bioscience Corp,0.114149,55.669,52.64
MC UN Equity,Moelis & Co,0.114064,63.963,45.78
ENS UN Equity,EnerSys,0.113564,41.056,71.01
ALTR UW Equity,Altair Engineering Inc,0.113417,51.551,56.48
NOVA UN Equity,Sunnova Energy International Inc,0.113011,98.479,29.46
EVH UN Equity,Evolent Health Inc,0.113005,81.307,35.68
BRBR UN Equity,BellRing Brands Inc,0.11243,116.008,24.88
GPI UN Equity,Group 1 Automotive Inc,0.112378,15.945,180.93
SONO UW Equity,Sonos Inc,0.112279,126.587,22.77
SEM UN Equity,Select Medical Holdings Corp,0.112265,107.139,26.9
BMI UN Equity,Badger Meter Inc,0.112248,29.025,99.28
PBH UN Equity,Prestige Consumer Healthcare Inc,0.112105,49.912,57.66
PRFT UW Equity,Perficient Inc,0.112056,33.891,84.88
UNF UN Equity,UniFirst Corp/MA,0.11185,14.85,193.36
SMCI UW Equity,Super Micro Computer Inc,0.111807,45.038,63.73
FWRD UW Equity,Forward Air Corp,0.11168,26.665,107.52
NSIT UW Equity,Insight Enterprises Inc,0.111241,31.149,91.68
MXL UW Equity,MaxLinear Inc,0.111148,71.245,40.05
EQC UN Equity,Equity Commonwealth,0.111113,107.034,26.65
