Ticker,Name,Weight,Shares,Price
LSXMK UW Equity,Liberty Media Corp-Liberty SiriusXM,0.009011,42.93,42.63
OLPX UW Equity,Olaplex Holdings Inc,0.008994,124.012,14.73
GDDY UN Equity,GoDaddy Inc,0.008909,22.291,81.17
MSA UN Equity,MSA Safety Inc,0.008889,14.217,126.99
OKTA UW Equity,Okta Inc,0.008771,16.854,105.69
DOCS UN Equity,Doximity Inc,0.008769,44.591,39.94
CDAY UN Equity,Ceridian HCM Holding Inc,0.008726,25.945,68.31
GPC UN Equity,Genuine Parts Co,0.008563,11.223,154.96
LNC UN Equity,Lincoln National Corp,0.008438,35.4,48.41
PEGA UW Equity,Pegasystems Inc,0.008211,41.246,40.43
RJF UN Equity,Raymond James Financial Inc,0.008139,15.586,106.06
GLW UN Equity,Corning Inc,0.008056,44.463,36.8
Y UN Equity,Alleghany Corp,0.008021,1.945,837.6
FWONK UW Equity,Liberty Media Corp-Liberty Formula One,0.007673,22.427,69.49
CERT UW Equity,Certara Inc,0.00751,74.916,20.36
DV UN Equity,DoubleVerify Holdings Inc,0.007441,54.953,27.5
JAMF UW Equity,Jamf Holding Corp,0.007362,55.833,26.78
MSGS UN Equity,Madison Square Garden Sports Corp,0.00734,9.496,156.99
TWKS UW Equity,Thoughtworks Holding Inc,0.007223,84.947,17.27
EXAS UR Equity,Exact Sciences Corp,0.007016,31.574,45.13
AXTA UN Equity,Axalta Coating Systems Ltd,0.006882,53.535,26.11
HWM UN Equity,Howmet Aerospace Inc,0.006843,36.662,37.91
BFAM UN Equity,Bright Horizons Family Solutions Inc,0.006361,16.626,77.71
SYNH UW Equity,Syneos Health Inc,0.006161,17.892,69.93
CPT UN Equity,Camden Property Trust,0.006133,8.689,143.35
ALGM UW Equity,Allegro MicroSystems Inc,0.00605,47.623,25.8
TPR UN Equity,Tapestry Inc,0.006032,35.574,34.44
FRPT UQ Equity,Freshpet Inc,0.005898,25.353,47.25
BRO UN Equity,Brown & Brown Inc,0.005859,17.929,66.37
DCI UN Equity,Donaldson Co Inc,0.005683,20.676,55.82
PLTK UW Equity,Playtika Holding Corp,0.00558,94.277,12.02
LBRDA UW Equity,Liberty Broadband Corp,0.005502,9.665,115.61
SMG UN Equity,Scotts Miracle-Gro Co/The,0.005483,13.772,80.86
BC UN Equity,Brunswick Corp/DE,0.005336,13.253,81.78
IIVI UW Equity,II-VI Inc,0.005164,20.11,52.15
SIX UN Equity,Six Flags Entertainment Corp,0.00489,38.483,25.81
BKI UN Equity,Black Knight Inc,0.004662,14.341,66.02
AAP UN Equity,Advance Auto Parts Inc,0.004614,4.813,194.69
AGCO UN Equity,AGCO Corp,0.00444,8.175,110.3
LSXMA UW Equity,Liberty Media Corp-Liberty SiriusXM,0.004371,20.818,42.64
WYNN UW Equity,Wynn Resorts Ltd,0.004297,13.356,65.35
GFS UW Equity,GLOBALFOUNDRIES Inc,0.004286,15.087,57.7
VMI UN Equity,Valmont Industries Inc,0.004016,2.913,279.98
DAR UN Equity,Darling Ingredients Inc,0.004013,11.016,73.98
SKX UN Equity,Skechers USA Inc,0.003895,20.156,39.25
OPEN UW Equity,Opendoor Technologies Inc,0.003695,126.335,5.94
PATH UN Equity,UiPath Inc,0.00368,34.253,21.82
PPC UW Equity,Pilgrim's Pride Corp,0.003624,24.593,29.93
NXST UW Equity,Nexstar Media Group Inc,0.003439,3.528,198
MCW UN Equity,Mister Car Wash Inc,0.003421,56.901,12.21
RKT UN Equity,Rocket Cos Inc,0.003368,65.89,10.38
NATI UW Equity,National Instruments Corp,0.003359,16.962,40.22
MAS UN Equity,Masco Corp,0.003231,12.231,53.65
CCCS UN Equity,CCC Intelligent Solutions Holdings Inc,0.003172,65.466,9.84
ICUI UW Equity,ICU Medical Inc,0.003156,3.742,171.32
SBNY UW Equity,Signature Bank/New York NY,0.003061,3.153,197.14
VRT UN Equity,Vertiv Holdings Co,0.003054,47.858,12.96
ACM UN Equity,AECOM,0.002984,8.112,74.72
RPM UN Equity,RPM International Inc,0.002934,6.494,91.75
TDOC UN Equity,Teladoc Health Inc,0.002862,15.382,37.79
AIRC UN Equity,Apartment Income REIT Corp,0.00283,12.678,45.34
GXO UN Equity,GXO Logistics Inc,0.002787,11.488,49.28
MIDD UW Equity,Middleby Corp/The,0.002779,3.743,150.8
SWN UN Equity,Southwestern Energy Co,0.00269,78.844,6.93
UI UN Equity,Ubiquiti Inc,0.00269,1.723,317.05
AIZ UN Equity,Assurant Inc,0.002624,3.291,161.91
DNA UN Equity,Ginkgo Bioworks Holdings Inc,0.002549,165.407,3.13
NFG UN Equity,National Fuel Gas Co,0.002459,7.083,70.51
CNM UN Equity,Core & Main Inc,0.002404,20.558,23.75
CHNG UW Equity,Change Healthcare Inc,0.002401,19.811,24.61
UPST UW Equity,Upstart Holdings Inc,0.002307,13.985,33.5
LPX UN Equity,Louisiana-Pacific Corp,0.002229,7.878,57.47
XPO UN Equity,XPO Logistics Inc,0.002184,7.762,57.14
RGLD UW Equity,Royal Gold Inc,0.002178,4.25,104.08
NCNO UW Equity,nCino Inc,0.002141,11.127,39.08
NCLH UN Equity,Norwegian Cruise Line Holdings Ltd,0.002062,30.881,13.56
Z UW Equity,Zillow Group Inc,0.001929,9.977,39.27
DH UW Equity,Definitive Healthcare Corp,0.001878,16.188,23.56
CACC UW Equity,Credit Acceptance Corp,0.001876,0.685,556.13
ARW UN Equity,Arrow Electronics Inc,0.0018,3.281,111.42
GMED UN Equity,Globus Medical Inc,0.001686,5.255,65.16
UWMC UN Equity,UWM Holdings Corp,0.001654,83.996,4
